,Year,InitNumber,Title,Qualified/Failed,PropNum,Appoved/Rejected,ElectionYear
1479,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1481,ELECTIONYEAR,,,,,,
1487,1995,668,Prohibitiion on Public Agency Discrimination or PreferentialTreatment (CA),F,,,
1488,1995,669,Prohibition on Preferential Treatment by Public Agencies (CA),F,,,
1489,1995,670,Campaign Contributions and Spending Limits. Disclosure (S),Q,208,A,1996
1490,1995,671,Resolution on United States Constitutional Amendment RegardingImmigration (S),F,,,
1491,1995,672,Prohibition Against Discrimination or Preferential Treatment by Stateand Other Public Entities (CA),Q,209,A,1996
1492,1995,673,"Preserving Minority, Women, Disabled Programs in PublicContracting, Employment, and Education (CA)",Withdrawn,,,
1493,1995,674,Taxes. Assessments. Real Property (CA),F,,,
1494,1995,675,Taxes. “Revenuing.” Felony (CA),F,,,
1495,1995,676,School Funding. Vouchers. State Funding for Private Education (CA),F,,,
1496,1995,677,Reduced Jury Size. Non-Unanimous Verdicts. Prisoners’ Rights.Parole Terms. Sexually Violent Predators (CA),Withdrawn,,,
1497,1995,678,Non-Unanimous Verdicts. Prisoners’ Rights Limitation. ExtendsParole Terms. Sexually Violent Predators (CA),Withdrawn,,,
1498,1995,679,Gifts. Politics. Taxation (S),F,,,
1499,1995,680,Attorney-Client Fee Arrangements. Securities Fraud (S),Q,211,R,1996
1500,1995,681,Medical Use of Marijuana (S),Q,215,A,1996
1501,1995,682,Marijuana. Medical Use (S),F,,,
1502,1995,683,"Voter Approval for Local Government Taxes. Limitations on Fees.Assessments, and Charges (CA)",Q,218,A,1996
1503,1995,684,Education. Public Schools. Administrative Changes (S),F,,,
1504,1995,685,Increased Penalties for Hate Violence (S),F,,,
1505,1995,686,Marijuana Legalization (S),F,,,
1506,1995,687,Residency Status Verification. DMV Identification Cards (S),F,,,
1507,1995,688,Limitations on Public Display of Marine Mammals (S),F,,,
1508,1995,689,Cigarette Tax. After-School Tutoring (S),F,,,
1509,INITIATIVENUMBER,,,,,,
1511,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1513,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1515,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1517,ELECTIONYEAR,,,,,,
1523,1995,690,Elections: Candidate Spending Limit (S),F,,,
1524,1995,691,Minimum Wage Increase (S),Q,210,A,1996
1525,1995,692,Equal Opportunity and Non-Discrimination Without Quotas (CA),Withdrawn,,,
1526,1995,693,Budget Bill. Appropriations. Taxes (CA),F,,,
1529,1996,694,"Limitation on Recovery to Felons, Uninsured Motorists, DrunkDrivers (S)",Q,213,A,1996
1530,1996,695,Beverage Container Recycling Program. Wine and LiquorContainers (S),Withdrawn,,,
1531,1996,696,Spending Limits and Campaign Contributions. Lobbyist Restrictions(S),Q,212,R,1996
1532,1996,697,Felonies Involving Firearms. Mandatory Additional Prison Terms (S),withdrawn,,,
1533,1996,698,Flat Income Tax. Other Taxes. Repeal (CA),F,,,
1534,1996,699,Elections. Electronic Registration and Voting (S),F,,,
1535,1996,700,Radioactive Waste Disposal (S),F,,,
1536,1996,701,"Design and Engineering Services, State-Funded. Cost Analysis. CivilService. Competitive Bidding. Contractor Responsibility (CA)",Q,224,R,1998
1537,1996,702,Felonies Involving Firearms. Mandatory Additional Prison Terms (S),F,,,
1538,1996,703,Top Income Tax Brackets. Continuation. Revenues to LocalAgencies (S),Q,217,R,1996
1539,1996,704,Education. Four District Pilot Program. Advancement by Test.Vouchers for Private Schools (S),Withdrawn,,,
1540,1996,705,Casino Gambling Pilot Program (CA),F,,,
1541,1996,706,Taxation. Property Subject to Assessment (CA),F,,,
1542,1996,707,"Gambling Legalization, Regulation, Taxation (CA/S)",F,,,
1543,1996,708,Schools. Spending Limits on Administration (S),Q,223,R,1998
1544,INITIATIVENUMBER,,,,,,
1546,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1548,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1550,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1552,ELECTIONYEAR,,,,,,
1557,1996,709,F,,,,
1558,1996,710,F,,,,
1559,1996,711,F,,,,
1560,1996,712,Withdrawn,,,,
1561,1996,713,F,,,,
1562,1996,714,F,,,,
1563,1996,715,Withdrawn,,,,
1564,1996,716,Q,225,A,1998,
1565,1996,717,F,,,,
1566,1996,718,F,,,,
1567,1996,719,Q,216,R,1996,
1568,1996,720,F,,,,
1569,1996,721,F,,,,
1570,1996,722,F,,,,
1571,1996,723,F,,,,
1572,1996,724,Q,214,R,1996,
1573,1996,725,F,,,,
1574,1996,726,F,,,,
1575,1996,727,F,,,,
1576,1996,728,F,,,,
1577,1996,729,F,,,,
1578,1996,730,F,,,,
1579,INITIATIVENUMBER,,,,,,
1581,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1583,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1585,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1587,ELECTIONYEAR,,,,,,
1593,1996,731,Illegally Present Aliens. Real Property Rights and Employment (S),F,,,
1594,1996,732,Sentencing. Repeat and Multiple Offenders (S),F,,,
1595,1996,733,Education. Prohibition Against Compulsory Education (CA),F,,,
1596,1996,734,Casino Gambling (CA),F,,,
1599,1997,735,State Forms. Multiracial/Multiethnic Category (CA),F,,,
1600,1997,736,Initiative/Referendum Petitions. Internet Postings (S),F,,,
1601,1997,737,Mental Health Services. Regulation (S),F,,,
1602,1997,738,Public Employee Unions: Representation Requirements andProhibited Agreements (S),F,,,
1603,1997,739,Prohibition of Fluoridation of Public Water Systems (S),F,,,
1604,1997,740,Campaign Contributions. Labor Unions. Employers. Foreign Entities(S),F,,,
1605,1997,741,Public Water Systems. Fluoridation Prohibited (S),F,,,
1606,1997,742,"Gambling. Slot Machines. Legalization, Regulation, Taxation (CA/S)",F,,,
1607,1997,743,Education. Public Schools. English as Required Language ofInstruction (S),Q,227,A,1998
1608,1997,744,County Regulation of Timber Harvesting Plans and Operations (S),F,,,
1609,1997,745,Cigarette Tax. After-School Tutoring (S),F,,,
1610,1997,746,Political Contributions. Employers. Labor Unions. Foreign Entities (S),Q,226,R,1998
1611,1997,747,Definition of Marriage (S),F,,,
1612,1997,748,Water and Land Conservation Fund. Oil and Gas Revenues (S),F,,,
1613,1997,749,Oil and Gas Revenues. Water and Land Conservation Fund. StateTax Credits (S),F,,,
1614,1997,750,Casino Gambling (CA),F,,,
1615,INITIATIVENUMBER,,,,,,
1617,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1619,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1621,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1623,ELECTIONYEAR,,,,,,
1628,1997,751,Q,4,A,1998,
1629,1997,752,F,,,,
1630,1997,753,F,,,,
1631,1997,754,Withdrawn,,,,
1632,1997,755,F,,,,
1633,1997,756,F,,,,
1634,1997,757,F,,,,
1635,1997,758,F,,,,
1636,1997,759,F,,,,
1637,1997,760,F,,,,
1638,1997,761,F,,,,
1639,1997,762,Withdrawn,,,,
1640,1997,763,F,,,,
1641,1997,764,Withdrawn,,,,
1642,1997,765,F,,,,
1643,1997,766,F,,,,
1644,1997,767,Q,27,R,2000,
1645,1997,768,F,,,,
1646,1997,769,F,,,,
1647,1997,770,Q,6,A,1998,
1648,INITIATIVENUMBER,,,,,,
1650,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1652,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1654,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1656,ELECTIONYEAR,,,,,,
1662,1997,771,Elimination of Fluoridation From Public Water Systems (S),F,,,
1663,1997,772,Timber Harvest Practices. Discharges or Releases intoWatercourses (S),F,,,
1664,1997,773,Timber Harvest Operations. Discharges. Releases. Clearcutting (S),F,,,
1665,1997,774,Timber Harvest Industry. Discharges and Releases intoWatercourses (S),F,,,
1666,1997,775,Discharges and Releases into Watercourses from Timber HarvestOperations (S),F,,,
1667,1997,776,Timber Harvesting. Identification Old Growth Trees. Clearcutting (S),F,,,
1668,1997,777,Air Quality. Tax Credits (CA/S),F,,,
1669,1997,778,Tax Credits. Air Quality (CA/S),F,,,
1670,1997,779,Air Quality Improvement. Tax Credits (S),Q,7,R,1998
1671,1997,780,Air Emissions. Tax Credits (S),F,,,
1672,1997,781,State and County Early Childhood Development Programs.Additional Tobacco Surtax (CA/S),Q,10,A,1998
1673,1997,782,Family Law (S),F,,,
1674,1997,783,Joint and Equal Physical Custody of Children to Both Parents (S),F,,,
1675,1997,784,Corporations. Taxes (S),F,,,
1676,1997,785,Industrial Use of Hemp (Marijuana) (S),F,,,
1677,1997,786,Regulation of Timber Operations by Counties and Cities. Limits onTimber Harvesting (S),F,,,
1678,1997,787,Jury Nullification (S),F,,,
1679,1997,788,Income Taxes (CA),F,,,
1682,1998,789,Verified Identification Documents (S),F,,,
1683,1998,790,“None of the Above” Ballot Option (S),F,,,
1684,INITIATIVENUMBER,,,,,,
1686,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1688,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1690,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1692,ELECTIONYEAR,,,,,,
1698,1998,791,Sales and Use Tax. Retailers (S),F,,,
1699,1998,792,Tobacco Tax for Breast and Prostate Cancer Prevention (S),F,,,
1700,1998,793,School District Budgeting. Administrative Costs (S),F,,,
1701,1998,794,Public Officials: Term Limits/Compensation. Reduction of LegislativeSession (CA),F,,,
1702,1998,795,Initiatives (CA/S),F,,,
1703,1998,796,"Permissible Consideration of Economic Background, Race, Sex,Ethnicity, National Origin in Public Education (CA)",F,,,
1704,1998,797,Joint Child Custody (S),F,,,
1705,1998,798,Prostate and Breast Cancer Prevention Surtax (S),F,,,
1706,1998,799,Drug Testing. Clinical Social Worker and Counselor LicenseApplicants (S),Withdrawn,,,
1707,1998,800,Public Schools. Class Size Reduction. Parent-Teacher Council.Teacher Credentialing (S),Q,8,R,1998
1708,1998,801,Inverse Condemnation (S),F,,,
1709,1998,802,Juvenile Crime (S),Q,21,A,2000
1710,1998,803,Charter Public Schools (CA/S),Withdrawn,,,
1711,1998,804,Motor Vehicles. Impoundment. Forfeiture (S),F,,,
1712,1998,805,Electric Utilities. Assessments. Bonds (S),Q,9,R,1998
1713,1998,806,Health Care Businesses. Consumer and Provider Services (S),F,,,
1714,1998,807,Education. Elimination of Two-Thirds Majority Approval for SchoolBonds. Tobacco Tax for Educational Programs (CA/S),F,,,
1715,1998,808,Taxes. Two-Thirds Vote Requirement (CA),F,,,
1716,1998,809,Students. Minimum Requirements for Promotion (S),F,,,
1717,1998,810,Income Tax Credit and Sales Tax Exemption for Electric Vehicle (S),F,,,
1718,1998,811,Education. School Bonds. Elimination of Two-Thirds VoteRequirement. Property Tax Limit Exemption. Tobacco Tax forEducational Programs (CA/S),F,,,
1719,1998,812,Tribal-State Gaming Compacts. Tribal Casinos (S),Q,5,A,1998
1720,INITIATIVENUMBER,,,,,,
1722,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1724,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1726,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1728,ELECTIONYEAR,,,,,,
1734,1998,813,State Disability Health Care System (S),F,,,
1735,1998,814,Sales Tax for Wildlife Protection and State Parks. Bears (S),F,,,
1736,1998,815,"Gaming. 3,000 Palm Springs Video Slot Machines (CA)",F,,,
1737,1998,816,"Gambling. 5,000 Palm Springs Video Slot Machines (CA)",F,,,
1738,1998,817,Right to Possess and Carry Firearms. Penalties for Criminal Use(CA),F,,,
1739,1998,818,Gambling Regulation. Slot Machines. Charity Bingo. Card Clubs.Race Tracks (S),F,,,
1740,1998,819,Definition of Marriage (S),Q,22,A,2000
1741,1998,820,Alcoholic Beverages (S),F,,,
1742,1998,821,State Officers. Compensation (CA),F,,,
1743,1998,822,Balanced Budget. Penalties for Late Passage (CA),F,,,
1744,1998,823,State Officers’ Compensation. Voter Approval (CA),F,,,
1745,1998,825,Single Tax (CA),Withdrawn,,,
1746,1998,826,Ombudsman General District. Ombudsmen (CA),F,,,
1749,1999,827,“None of the Above” Ballot Option (S),Q,23,R,2000
1750,1999,828,Education. Public Funding of Private and Parochial Schools. StudentTesting for Grants and Public School Advancement (S),F,,,
1751,1999,829,Vehicle License Fees. Taxes (CA),F,,,
1752,1999,830,Public Works Projects. Use of Private Contractors for Engineeringand Architectural Services (CA/S),Q,35,A,2000
1753,1999,831,School Facilities Bonds. Local Majority Vote (CA),Withdrawn,,,
1754,1999,832,Repeal of Additional Tobacco Surtax Enacted by Proposition 10 (S),Q,28,R,2000
1755,1999,833,School Facilities. Bonds. Local Majority Vote (CA/S),Q,26,R,2000
1756,1999,834,Reapportionment. Campaign Financing. Compensation (CA/S),Withdrawn,,,
1757,1999,835,Campaign Financing. Reapportionment. Compensation (CA/S),Withdrawn,,,
1758,INITIATIVENUMBER,,,,,,
1760,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1762,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1764,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1766,ELECTIONYEAR,,,,,,
1771,1999,836,Withdrawn,,,,
1772,1999,837,Q,25,R,2000,
1773,1999,838,F,,,,
1774,1999,839,Q,24,Removed byCourt Order,,
1775,1999,840,Withdrawn,,,,
1776,1999,841,Withdrawn,,,,
1777,1999,842,Withdrawn,,,,
1778,1999,843,F,,,,
1779,1999,844,F,,,,
1780,1999,845,Withdrawn,,,,
1781,1999,846,Withdrawn,,,,
1782,1999,847,F,,,,
1783,1999,849,F,,,,
1784,1999,850,F,,,,
1785,1999,851,F,,,,
1786,1999,852,F,,,,
1787,1999,853,F,,,,
1788,1999,854,F,,,,
1789,1999,855,F,,,,
1790,1999,856,F,,,,
1791,INITIATIVENUMBER,,,,,,
1793,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1795,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1797,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1799,ELECTIONYEAR,,,,,,
1805,1999,859,Regulation of Alcoholic Beverages Sales. Extension of PermissibleHours for Sales and Purchases (S),F,,,
1806,1999,860,Legalized Gambling (CA),F,,,
1807,1999,861,Lawful Marriage in California (CA),F,,,
1808,1999,862,CAL-VET Loan Program Audit (CA/S),F,,,
1809,1999,863,Elections. Reapportionment (CA),F,,,
1810,1999,864,Drug Treatment Diversion Program (S),F,,,
1811,1999,865,Drug Treatment Diversion Program (S),Q,36,A,2000
1812,1999,866,School Vouchers. State-Funded Private and Religious Education.Public School Funding (CA),Q,38,R,2000
1813,1999,867,Civil Rights. Taxes for Higher Education (CA),F,,,
1814,1999,868,"Education. Public School Funding Increase to at Least NationalAverage. Additional College, University Funding. Taxes (CA)",F,,,
1815,1999,869,Expansion of Constitutional Definition of a Person (CA),F,,,
1816,1999,870,Elections. Use of Internet for Voter Registration and Voting (S),F,,,
1817,1999,871,California Tobacco Litigation Settlement Funds. Restricting Use toDesignated Health Programs (S),Withdrawn,,,
1818,1999,872,Restricting Application of Three Strikes Law to Violent and SeriousFelonies (S),F,,,
1819,1999,873,Identity Verification (CA),F,,,
1820,1999,874,"Fees, Taxes. New Definitions, Vote Requirements (CA)",Q,37,R,2000
1821,1999,875,Identity Theft. Disclosure of Personal Information About Victims (S),F,,,
1824,2000,876,Limiting “Three-Strikes” Law to Violent and Serious Felonies (S),F,,,
1825,2000,877,Right to Keep and Bear Arms (CA),F,,,
1826,2000,878,Prohibition of Medi-Cal Lien on Principal Residence (S),F,,,
1827,2000,879,Class Size Reduction in Grades 9 Through 12 (S),F,,,
1828,INITIATIVENUMBER,,,,,,
1830,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1832,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1834,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1836,ELECTIONYEAR,,,,,,
1842,2000,880,"Elections. Internet Voting, Voter Registration and Initiative Petitions(S)",F,,,
1843,2000,881,Mandatory Defense of Initiatives. Public Funding for Attorney Fees(CA),F,,,
1844,2000,882,Prayer in Public Schools (CA),F,,,
1845,2000,883,Public Schools. Class Size Reduction. One-Half Percent Sales Tax(S),F,,,
1846,2000,884,Legalized Gambling (CA),F,,,
1847,2000,885,Tobacco Litigation Settlement Funds. Designating State and LocalUse of Funds (S),F,,,
1848,2000,886,California Tobacco Litigation Settlement Funds. Allocating State Useto Designated Health Programs (S),F,,,
1849,2000,887,Prohibition on Unsolicited Telemarketing Calls and E-mailAdvertisements (S),F,,,
1850,2000,888,Legislators’ and State Officers’ Compensation (CA),F,,,
1851,2000,889,Reapportionment (CA),F,,,
1852,2000,890,Referendum Process (CA),F,,,
1853,2000,891,Funding Private Investigation of Santa Barbara County Court CaseFiles of Insanity Actions (S),F,,,
1854,2000,892,Election District Reapportionment. Two-Thirds Vote (CA),F,,,
1855,2000,893,Political Contributions (S),F,,,
1856,2000,894,Election Districts. Redistricting Commission (CA),F,,,
1857,2000,895,Redistricting Commission. Election Districts (CA),F,,,
1858,2000,896,Elimination of Public Schools and Funding. Voucher System (CA),F,,,
1859,2000,897,September Primary and Campaign Finance Reform (S),F,,,
1860,2000,898,June Primary and Campaign Finance Reform (S),F,,,
1861,2000,899,"Repeal of Proposition 209. Public Employment, Education, andContracting (CA)",F,,,
1862,2000,900,Legislative Term Limits (CA),F,,,
1863,INITIATIVENUMBER,,,,,,
1865,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1867,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1869,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1871,ELECTIONYEAR,,,,,,
1877,2000,901,"School Facilities. 55% Local Vote. Bonds, Taxes. AccountabilityRequirements (CA/S)",Q,39,A,2000
1878,2000,902,Judges. Restrictions on Judicial Immunity (CA),F,,,
1879,2000,903,Local Property Tax. Revenue Allocation. Local Government Control(CA),F,,,
1880,2000,904,Peace Officer and Firefighter Property Tax Exemption (CA),F,,,
1881,2000,905,Digital Signature. Election Petitions Public and Private Transactions(S),F,,,
1882,2000,906,Legalized Gambling (CA),F,,,
1885,2001,907,Student Eye Examination. Public School Expulsion (S),Withdrawn,,,
1886,2001,908,Overriding Federal Law. Petition to Secretary of State. Removal ofAborting Equipment (S),F,,,
1887,2001,909,Compensation of State Officers (CA),F,,,
1888,2001,910,Beginning of Life. Definition (S),Withdrawn,,,
1889,2001,911,Juvenile Court. Dependency Hearings (S),F,,,
1890,2001,912,Legalized Casino Gambling. Pilot Program (CA),F,,,
1891,2001,913,"Race, Ethnicity, Color and National Origin Classification (CA)",Withdrawn,,,
1892,2001,914,Reapportionment (CA),F,,,
1893,2001,915,Affordable Housing Communities. Internet Programs (S),F,,,
1894,2001,916,Monorail Systems. Development and Testing (S),F,,,
1895,2001,917,Citizen Clemency Boards (CA),F,,,
1896,2001,918,Legislative Term Limits. Local Voter Petitions (CA),Q,45,R,2002
1897,2001,919,Tobacco. Point-of-Sale Information Card (S),F,,,
1898,2001,920,"Welfare Benefits for Children. Eligibility. Work, ResidencyConditions. Service for Childless Adults (S)",Withdrawn,,,
1899,2001,921,Traffic Congestion Relief Trust Fund. Reallocation of Motor VehicleSales Tax Revenues (S),Withdrawn,,,
1900,INITIATIVENUMBER,,,,,,
1902,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1904,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1906,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1908,ELECTIONYEAR,,,,,,
1914,2001,922,Transportation. Traffic Congestion Relief Fund. Allocating Sales TaxRevenues from Motor Vehicle and Motor Vehicle Fuel Sales (S),Withdrawn,,,
1915,2001,923,Transportation Funding. Use of Revenues from Sales and UseTaxes on Vehicle Fuel (S),Withdrawn,,,
1916,2001,924,Natural Gas. Local Government Acquisition and Control (CA),F,,,
1917,2001,925,Additional Requirements for Local Voter Petitions to ExtendLegislative Term Limits (S),F,,,
1918,2001,926,Alcoholic Beverages Surtax. Sex Crime Enforcement and VictimAssistance (S),F,,,
1919,2001,927,Labeling of Genetically Engineered Foods (S),F,,,
1920,2001,928,Person. Beginning of Life. Definition (S),F,,,
1921,2001,929,Casino-Type Gambling. Legalized Pilot Program (CA),F,,,
1922,2001,930,California Clemency Boards (CA),F,,,
1923,2001,931,Beginning of Life. Definition. Equal Protection (S),F,,,
1924,2001,932,State Grand Juries (CA/S),F,,,
1925,2001,933,"Classification by Race, Ethnicity, Color or National Origin (CA)",Q,54,R,2003
1926,2001,934,Presidential Elections. Electoral College Voting Procedures.Absentee Ballot Deadlines. Vote Certification and RecountProcedures (S),F,,,
1927,2001,935,Transportation. Allocation of Sales and Use Taxes Raised from Saleor Lease of Motor Vehicles (S),Q,51,R,2002
1928,2001,936,Election Day Voter Registration (S),Q,52,R,2002
1929,2001,937,Transportation. Allocation of Passenger Vehicle Sales and UseTaxes (S),F,,,
1930,2001,938,Transportation. Annual Allocation of 1% of General Fund Revenue(S),F,,,
1931,2001,939,Transportation. Annual Allocation of $880 Million of General FundMoney (S),F,,,
1932,INITIATIVENUMBER,,,,,,
1934,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1936,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1938,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1940,ELECTIONYEAR,,,,,,
1946,2001,940,"Water Quality, Supply and Safe Drinking Water Projects. CoastalWetlands Purchase and Protection. Bonds (S)",Q,50,A,2002
1947,2001,941,Reapportionment by Legislature (CA),F,,,
1948,2001,942,State Reimbursements to Local Governments (CA),F,,,
1949,2001,943,Right to Keep and Bear Arms (CA),F,,,
1952,2002,944,Legalized Casino-Type Gambling (CA),F,,,
1953,2002,945,"Restrictions on Absentee Voting, Voter Registration and Voting.Recall and Election Procedures (S)",F,,,
1954,2002,946,Statewide Casino-Type Gambling. Legalized (CA/S),Withdrawn,,,
1955,2002,947,Local Governments. State Reimbursements (CA),F,,,
1956,2002,948,Old-Growth Tree Preservation (S),F,,,
1957,2002,949,“Three Strikes” Law. Limitation to Violent and Serious Felonies (S),F,,,
1958,2002,950,State Mandates. Local Government Reimbursements (CA),F,,,
1959,2002,951,Local Government Reimbursements (CA),F,,,
1960,2002,952,After School Programs. State Grants (S),Q,49,A,2002
1961,2002,953,Workers’ Compensation. Benefits Increase for Worker Injuries(CA/S),F,,,
1962,2002,954,Workers’ Compensation. Increased Benefits for Injured Workers (S),F,,,
1963,2002,955,Correctional Education Program (S),F,,,
1964,2002,956,Tax Restructuring. Definition of Tax (CA/S),Withdrawn,,,
1965,2002,957,Local Funds and Revenues (CA/S),F,,,
1966,2002,958,Local Government Services. Available Local Funds and Revenues(CA/S),F,,,
1967,2002,959,Local Funds and Revenues for Local Government Services (CA/S),F,,,
1968,INITIATIVENUMBER,,,,,,
1970,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
1972,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
1974,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
1976,ELECTIONYEAR,,,,,,
1982,2002,960,Local Public Health and Safety Financing. Local Funds andRevenues (CA/S),F,,,
1983,2002,961,Minimum Wage (S),F,,,
1984,2002,962,Emergency Medical Services. Funding (S),F,,,
1985,2002,963,State-Funded Residential Loans (CA),F,,,
1986,2002,964,Legalized Casino Gambling. City of Eureka Pilot Program (CA),F,,,
1987,2002,965,Community Service Requirement for High School Graduation (S),F,,,
1988,2002,966,Homeowner’s Real Property Tax Exemption and Renter’s Tax Credit(CA/S),F,,,
1989,2002,968,State and County Clemency Boards (CA),F,,,
1990,2002,969,Personal Income Tax. Treatment of Stock Purchased ThroughIncentive Stock Options (S),F,,,
1991,2002,971,Energy Deregulation. Limit on Retail Electricity Rates (S),F,,,
1992,2002,972,Personal Income Taxes. Collection. Procedures (S),F,,,
1995,2003,973,Statewide Elections. Fines for Failure to Register or Vote. (S),F,,,
1996,2003,974,Peace Policy. (S),F,,,
1997,2003,975,Legalized Casino-Type Gambling. City of Adelanto Pilot Program.(CA),F,,,
1998,2003,976,Pig Enclosures. (S),F,,,
1999,2003,977,Consumer Information Privacy. (S),F,,,
2000,2003,978,Compensation for Government Regulation of Private Property. (CA),F,,,
2001,2003,979,Alternative Income Tax Rate. (S),F,,,
2002,2003,981,Fees. Vote Requirement. Repeal. (CA),F,,,
2003,2003,982,Taxes. Fees. Vote Requirement. Repeal. (CA),F,,,
2004,2003,983,Fees. Two-Thirds Vote Requirement. (CA),F,,,
2005,2003,984,Two-Thirds-Plus-One Vote Requirement. Taxes. Fees. (CA),F,,,
2006,INITIATIVENUMBER,,,,,,
2008,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2010,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2012,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2014,ELECTIONYEAR,,,,,,
2019,2003,985,F,,,,
2020,2003,986,F,,,,
2021,2003,987,F,,,,
2022,2003,988,Q,56,R,2004,
2023,2003,989,F,,,,
2024,2003,990,F,,,,
2025,2003,991,F,,,,
2026,2003,992,F,,,,
2027,2003,993,F,,,,
2028,2003,994,F,,,,
2029,2003,995,F,,,,
2030,2003,996,F,,,,
2031,2003,997,F,,,,
2032,2003,998,F,,,,
2033,2003,1000,F,,,,
2034,2003,1001,F,,,,
2035,2003,1003,Q,61,A,2004,
2036,2003,1004,F,,,,
2037,2003,1005,Q,62,R,2004,
2038,2003,1006,F,,,,
2039,2003,1007,Q,63,A,2004,
2040,2003,1009,F,,,,
2041,INITIATIVENUMBER,,,,,,
2043,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
2045,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
2047,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
2049,ELECTIONYEAR,,,,,,
2054,2003,1010,Q,67,R,2004,
2055,2003,1011,F,,,,
2056,2003,1012,F,,,,
2057,2003,1013,F,,,,
2058,2003,1014,F,,,,
2059,2003,1015,Q,66,R,2004,
2060,2003,1016,Q,64,A,2004,
2061,2003,1017,F,,,,
2062,2003,1018,F,,,,
2063,2003,1019,F,,,,
2064,2003,1020,F,,,,
2065,2003,1021,Q,71,A,2004,
2068,2004,1022,F,,,,
2069,2004,1023,F,,,,
2070,2004,1024,F,,,,
2071,2004,1025,F,,,,
2072,2004,1026,F,,,,
